"","all","gsz","diploid.num","rates.evol","tree.2","tree.3","tree.4","tree.5","tree.6","tree.7","tree.8","tree.9","tree.10","tree.11","tree.12","tree.13","tree.14","tree.15","tree.16","tree.17","tree.18","tree.19","tree.20","tree.21","tree.22","tree.23","tree.24","tree.25","tree.26","tree.27","tree.28","tree.29","tree.30","tree.31","tree.32","tree.33","tree.34","tree.35","tree.36","tree.37","tree.38","tree.39","tree.40","tree.41","tree.42","tree.43","tree.44","tree.45","tree.46","tree.47","tree.48","tree.49","tree.50","tree.51","tree.52","tree.53","tree.54","tree.55","tree.56","tree.57","tree.58","tree.59","tree.60","tree.61","tree.62","tree.63","tree.64","tree.65","tree.66","tree.67","tree.68","tree.69","tree.70","tree.71","tree.72","tree.73","tree.74","tree.75","tree.76","tree.77","tree.78","tree.79","tree.80","tree.81","tree.82","tree.83","tree.84","tree.85","tree.86","tree.87","tree.88","tree.89","tree.90","tree.91","tree.92","tree.93","tree.94","tree.95","tree.96","tree.97","tree.98","tree.99","tree.100","tree.1"
"Polistes_canadensis",6550663,324120201,32,"98772.2961641753",177348.753618763,143628.262885735,170597.975581651,184766.784970303,172807.20688078,164985.303929306,181569.432766315,60155.6276107427,112083.80214565,113236.446753097,128437.901047763,113895.484721415,108963.111345887,206845.637379721,260095.537055942,163907.8980986,179415.009285871,210447.801861295,91468.2369522607,73907.2373326055,145990.265450437,126453.181206595,202702.617933744,54508.0208233271,92574.3465717724,121305.977766427,176710.053742043,202350.590032336,170484.07956423,-15585.0996410787,128525.961825386,192314.877352701,393826.896296783,130627.618721529,167071.152091563,170818.612050989,117388.252452743,343437.227153383,117907.467414297,100522.360092504,124535.916495652,132172.664154111,122585.595747032,120073.838516953,366087.178605505,191414.892537611,125100.699813716,120981.637480058,100841.415664789,57334.8810448944,266480.067437358,61883.9099198553,122563.678160097,119301.863437184,53604.5290173049,211810.437365164,196638.023723126,201169.388095381,111170.356890979,254687.702990169,160632.444420651,91921.8158978062,121695.941768971,77100.8957196258,163784.434998207,97481.693707912,267897.908572317,155311.626065547,208582.851673495,193359.066063201,57793.8964567309,142965.631244005,130976.863147613,75998.6960017314,100802.500694689,93212.8420578106,133247.263251354,165365.011665609,238326.788539604,70992.2966348948,252796.121414455,115463.341232907,115237.716838514,224120.459445211,150662.100773583,137576.443672034,129427.179623715,131930.178524673,168109.377034944,127835.477776403,259188.35574231,104586.021251105,104498.110749384,117713.157422355,150634.144555913,234155.372640728,134014.184718735,78474.9744970518,123788.794633297,98772.2961641753
"Pseudococcus_longispinus",797732,485009472,8,"-79212.6373535774",-552973.364692596,-59466.1584130704,-2939300.00962371,-244339.919104709,-1019725.89403169,-128554.049490012,-4924889.4778591,-437664.474890685,-5406903.03234455,-74911.294072565,-62041.9210452088,-1107942.1954177,-4777837.66059141,-54455.5470427122,-96222.0074302799,-44288.9181084591,-580052.440534464,-68265.4498598845,-318677.983748144,-664729.950260443,-15190245.6765769,-2055256.97581893,-57766.2469050666,-209172.917572728,-888649.975107382,-184405.105177756,-620116.582921854,-4784319.06775031,-112725.075230947,-567050.720060298,-191380468.492145,-710869.928532192,-5901751.34071186,-63942.9918604944,-143344.671747335,-90886.30852682,-1328291.59887455,-47947.0316265929,-269880.830017667,-86189.234832945,-41356.2361074832,-795540.393707273,-79880.1714885694,-717460.622110343,-986493.804660237,-52871.1453148245,-279792.691791591,-82293.6531856039,-215586.728649079,-1745040.77322263,-1325883.28321975,-470988.931763483,-446373.760240424,-464952.405259399,-394854.968457959,-84428.2464755213,-428314.276536601,-414495.092299806,-1561811.9777652,-5988144.12670043,-183225.334176589,-50334.3353015718,-1897422.66264285,-59899.0132874278,-113260.907002775,-5816444.54216804,-55434.7217539861,-56598.8841098527,-73263.4586620513,-1118924.25381933,-78665.4634749439,-1370127.15295229,-60767.8588854539,-250499.116547374,-907440.151914754,-58197.7066785706,-1497877.65922646,-1064876.92332852,-81188.4960519818,-479379.153420769,-11712649.4087452,-72454.872734866,-5521728.54539477,-216802.332359413,-71638.7024701112,-906822.840275436,-6891405.50961862,-657310.744514511,-3986438.74140018,-3185451.76802264,-930372.535974103,-54982.549096624,-1127138.79808922,-579874.189292259,-765528.992700911,-1493759.67164568,-389629.188573315,-272745.46734729,-11906075.2198026,-79212.6373535774
"Pseudomyrmex_gracilis",3749643,2.82e+08,70,"-6635.8383041215",-8352.36324091324,-6315.44801763495,-11533.1510923987,-7714.17296470766,-5516.95943520631,-7143.7852351866,-6260.59805535513,-7529.65552600848,-6525.85564472045,-5020.80092530356,-8354.40994005481,-6031.03058623661,-7473.79086212937,-8211.12155846931,-6703.64070090656,-6217.66279597204,-6652.75882249558,-5455.256078231,-9664.16558566322,-5964.69804627172,-3856.41716445791,-6256.59308785633,-8479.80547008204,-7750.73785791496,-5441.93181480587,-4229.46767582377,-5385.12946164329,-1383.66248584063,-6591.3712269014,-11301.4729922679,743.302206280424,-9280.16608540025,-6280.89240227541,-3865.91855413026,-5269.90547524203,-6134.49616720486,-6730.37890788963,-10062.1586884318,-7138.84646720422,-5635.68941090589,-5151.01918679477,-4806.78343685614,-5529.31347918172,-8943.77636672801,-40206.4806442039,-7113.46134257826,-7471.3547969265,-6636.96872441644,-5898.98498068076,-5721.78435869493,-266.23528314761,-5416.58799718547,-7731.38223194948,-12015.9759929718,-11733.2238041331,-10411.9287740932,-6605.62786328764,-5812.51048075207,-7959.10490217458,-6734.32640537624,-8051.92933606592,-8625.36113434827,-6463.44780606951,-7398.78838714504,-7446.05075724023,-8913.69843461037,-5886.86119898305,-4869.16050989377,-8050.53692041296,-7393.2241544988,-9840.55932368801,-9697.52801385352,-7340.34674095269,-8335.34248253253,-8848.22427492895,-3260.81628822189,-9728.37683244335,-13207.3235545529,-5790.69346142394,-8954.18043033878,-9116.2965196241,-4887.9327004731,-9224.17274932314,-7643.07437142262,-7096.85319736214,-8207.0357674902,-8276.66704579115,-7379.76476813357,-8623.29733789566,-7133.87552214192,-6684.71486870258,-6700.18720326772,-11678.2382035053,-6636.64403066371,-7272.08656169265,-6362.67199705485,-5567.57873863887,-9047.56158530009,-3775.56632346922,-6635.8383041215
"Rhagoletis_zephyria",9647077,1.11e+09,12,"18972.6277209619",19669.683746849,16613.5734380879,21019.441637185,18724.3756258287,14341.4638800687,25070.6364404133,16501.5240004248,16717.6732889632,10658.7241566978,17261.4943469234,19666.7974369191,19120.8343890334,17643.9605931531,18052.6752857695,18246.7426395827,15533.296100566,11989.5865692099,16715.1877320594,19223.6864788137,17505.6685742733,15886.0342590213,19362.5907069379,18649.5506632949,30064.8252228213,21900.7303845116,17581.5361827447,22153.8648687794,21515.8521998173,20218.4000008086,23863.0262925287,21975.1160666804,19845.3224284932,17076.2492803198,16325.5287651346,15822.9677196972,16138.0810589548,21246.0614108926,18316.0752782849,23422.1569099796,25680.8475662444,21419.471139614,18891.6232314221,17231.7916468576,20553.2792756532,28476.7203405432,20067.2684107104,26253.2747726076,18891.8654910283,19325.4358194467,20166.0377216864,19194.1959632054,17483.8382467065,16104.0594688417,17719.7165622179,18494.1628934097,15330.1674392067,25398.8303843747,21013.7770350458,16949.9178551506,17760.072180058,18747.7080056461,17979.8562230197,28535.5076542876,15410.518210797,24913.4228138903,18855.3622327865,22647.4270556237,15998.7462831654,24880.2903577914,24688.0372224171,21732.6204733328,21295.401124912,16940.8631065198,14178.0894506414,15531.5351124427,22807.9043453315,19715.8268593064,17308.8645948232,15375.1667371991,15016.5953422853,17324.7158824212,20561.520173763,28487.8934807319,21210.6398458848,18610.8157516486,20455.0898558752,19280.3058753108,18158.8341700401,20473.0303414201,25143.3470831459,17843.1000789036,22356.0755849328,20345.8110730474,17998.8516697907,19261.6814684634,24777.2476473696,22768.2673312531,17244.6965066399,18974.7428873479,18972.6277209619
"Sitophilus_oryzae",2883429,6.51e+08,12,"-16368.1996930813",-9101.98228450214,-8067.22358954893,-13762.9576498411,-12016.8760315476,-7872.35953047285,-10971.6126104199,-13029.2247997973,-11669.0648491276,-12783.8556920154,-6431.54183005479,-8654.97186499794,-6918.72302902133,-7187.76316104016,-7862.35214222174,-6212.98297810596,-9702.38553479072,-11841.2818497015,-16027.2231061037,-12682.410485591,-19986.4247918766,-21167.9826818746,-17491.3236467169,-14910.8666928626,-20298.8517414953,-14204.0118097741,-18741.0635576997,-9200.19536309106,-9601.05484150497,-8523.71730724825,-17225.264266451,-3652.43847817547,-15051.0969593069,-16388.001383729,-8854.59793703611,-6102.91310861891,-7654.37651643674,-7801.17209303057,-14117.6778714268,-25012.69636715,-6879.20932820007,-12053.9825127044,-10717.3655898766,-9932.59482928778,-14554.5452416359,-9607.43784030019,-8517.71924788019,-12298.6556377662,-12096.2827847446,-17184.5619956193,-16819.7322214345,-17764.0065341655,-12998.3490139836,-17505.795461418,-14918.4867371411,-13856.6214123686,-7996.24757109866,-9876.63889810066,-11884.8710789663,-12500.9849452047,-18440.692354537,-21612.4122857112,-15571.0035059853,-20391.8675171323,-10479.9045538874,-18373.3727192253,-18776.0383389226,-7775.40045774025,-20024.1959790038,-9691.55256424865,-7976.61677451155,-7551.0025832933,-11216.4129230837,-15087.9939530889,-9208.13871517462,-12199.7063638603,-17270.6325459879,-8399.90026533987,-8604.70258272179,-7811.08310445789,-27995.1203673174,-9274.83980036825,-9255.34024849905,-7819.72237016318,-10846.9309673782,-7014.29957846703,-18183.6660413326,-19856.2030664622,-9411.2049841785,-14573.6604076292,-9177.2130791312,-9417.25867189322,-17285.3577120128,-17191.2991192172,-9835.63141198277,-17665.6377117111,-13237.5033483843,-24724.7540206399,-8069.15010408416,-31161.9275062892,-16368.1996930813
"Solenopsis_invicta",3298067,3.96e+08,32,"-94644.9017147052",-45510.1838986942,-48252.5050152436,-65040.4127474142,-84626.5378020331,-9744.57148521161,-192532.446296138,-120590.301432797,-141930.451610348,-39073.4738192734,-31745.3574862134,-60034.4493476728,-22646.5471197586,-145365.452962392,-292123.238234338,-56891.620630486,-288902.7654095,-191738.854255461,-9761.2505908958,-69098.729670169,-112032.991955784,-24754.5302313506,-38858.6192661579,-45746.0411850116,-180235.026313251,-51384.2162478529,-11586.0991579981,-97448.6796581566,-48684.4434760126,-76996.2061304641,-78319.2177029875,-52133.8029736286,-193887.792094252,-87779.0234450753,-179985.908196731,-83244.8050229946,-87778.6791388177,-65876.7354167583,-82538.2149665855,-25519.938254921,-120643.738020677,-57022.9349567208,-55706.1523919892,-235465.364271175,-68086.9643313432,-58081.5110295625,-66146.2884198393,-93646.6817740965,-50021.5450368578,-30609.7007459264,-103962.009695027,-30505.6815997951,-10092.5452332229,-62254.1599382335,-28339.26511684,-69339.9198234412,-188195.694653367,-52222.8773087983,-82591.6113716447,-112150.671008839,-27458.1535936656,-58893.8158939545,-28829.0408898142,-8055.78230932606,-10700.7163459494,-11343.8381408826,-65205.0542561005,-106200.149993023,-73165.3359660453,-9877.72362574367,-139609.134347736,-11132.0035141652,-9715.12370952929,-11240.6180154588,-10620.1567820456,-201055.316652411,-11785.3363696268,-11161.5756220474,-10314.3625613897,-95389.6902772442,-90840.1429324404,-9663.12185897416,-128965.958385649,-10830.0080340296,-9948.93987486915,-163573.329783158,-12119.8201977516,-27566.7303673426,-12494.2658554816,-64150.8685420348,-10812.9006061554,-37797.9476552604,-9494.80767033063,-135467.108217938,-10407.9950355566,-350297.406106891,-22746.9746369875,-23263.2154128811,-14748.7531211719,-52875.9845681871,-94644.9017147052
"Stomoxys_calcitrans",4803933,9.71e+08,10,"19484.5560123238",24092.6797042563,16801.2689534563,20595.5373893866,10435.5077302624,34927.3631782434,6771.86384091794,9847.0413859688,17576.640200517,22630.1690140862,32650.2819499732,24934.1868680427,7265.84299963274,28896.1151027121,6954.912115744,29579.1521881645,26449.881587383,15850.0374697732,21240.89396016,8832.0755112603,8688.82429331578,8322.16268438503,14737.7472377822,9385.73026197717,8290.61945619172,5399.34579521769,42314.5896037202,9418.98676192528,11349.3883648307,4532.95270179793,12182.6028904037,25908.5933941982,5320.8972618321,32470.9038230692,25150.6472263634,16343.4758436891,21240.3641828036,7012.2701380936,6734.41814840727,26923.2714251953,7591.58490121516,6424.89323964733,19798.3965248819,22779.0932865358,18610.6589095327,18831.1537875242,23200.8343390512,31064.338233736,16961.6615480581,68681.2319039167,6700.96140387339,7848.51394862015,22921.5198106126,21582.9881995436,68816.0215262841,7558.67762477661,27772.3833121899,7343.77695589199,48282.8033314662,35094.9173722605,6143.10599350951,5890.23915759017,18459.6782219016,9183.25682355003,35024.523044186,37283.3255193767,6375.43690220985,25263.3285900077,68946.0095342726,5302.25734262172,43847.0778526121,5776.36547064265,9265.60792341758,28200.4894883136,22303.5511503061,49975.5778499076,6344.91243691424,23505.8163149953,20426.2295145574,67004.2355051568,7917.1192312987,36421.2371614806,5585.68886681374,10930.3985607384,9789.9694806588,21243.7504044906,6399.69104728821,7014.76231596111,15675.1527328946,12186.8361849274,21485.559357369,26457.6288339872,43750.0185846741,6614.94458964007,4939.69752548388,33204.5605052905,64241.2715197395,11461.0494455005,6567.39760135404,32709.7050972598,19484.5560123238
"Temnothorax_curvispinosus",2459541,3.03e+08,46,"-19415.149435492",-34030.8514793953,-22444.6113107936,-30987.2226542016,-23069.2705125353,-28053.3734772089,-39244.0332277943,-33880.9755627138,-28751.9978903213,-14248.9290468786,-26692.3496721384,-14080.6652655918,-29811.2545618305,-22085.846142075,-27917.2113913741,-35874.8948445415,-27819.9863399989,-19139.2737270589,-15748.5114167934,-26371.3617041668,-22789.1068484353,-40042.7316057828,-20466.7529566847,-26941.0975534842,-43197.804566029,-31991.2574093446,-21529.8162907032,-23555.2306427137,-17713.5696302742,-33176.3827441934,-21989.2304661076,-37611.1082316565,-33445.6297750847,-14201.7016175686,-24893.4990924706,-20589.9487787495,-23030.5941216851,-13066.7621729156,-19593.2343708024,-59694.1593879906,-23782.3757287549,-51339.2632369121,-47597.331497745,-54625.9532332953,-27825.7233959246,-15760.458508,-18963.2092298173,-39070.1610621654,-19005.8756094659,-39237.7110616369,-44633.6278752971,-32954.6208522148,-34791.9945482024,-33308.9211266248,-33971.2078085533,-32449.599066586,-34614.4343920541,-25761.4611435165,-39062.1389813108,-41779.7651887207,-16728.5284890974,-36376.6006140269,-25730.4388706168,-69666.2028394945,-25385.2626990673,-32261.1637652111,-25321.0632285704,-23982.5966765109,-22610.1832588896,-9367.98367491172,-23849.1217985649,-27550.9254746957,-25595.2456324649,-47483.5687563227,-14863.2369125248,-33399.2471394626,-15145.9158768724,-41120.3265519293,-8048.83550610132,-38165.2667567284,-39661.1802153334,-77876.5682823297,-29241.0395030747,-72917.1887873194,-31846.3195636988,-25744.807559725,-17077.0184731083,-35559.5791120321,-22838.6660011667,-23941.73712737,-37373.3902665933,-63440.6797782239,-31573.9739978509,-25583.417835145,-40015.7858160594,-48757.5921352525,-41574.3350812461,-33335.7312622553,-11582.5991136056,-20658.2328359837,-19415.149435492
"Tribolium_castaneum",690580,1.65e+08,20,"-11752.0902668392",-9101.98228450214,-8067.22358954893,-11483.2909005905,-10170.2224016792,-7872.35953047285,-10971.6126104199,-10196.3732751524,-11669.0648491276,-8568.21707992718,-6431.54183005479,-8654.97186499794,-6918.72302902133,-7187.76316104016,-7862.35214222174,-6212.98297810596,-9702.38553479072,-11841.2818497015,-16027.2231061037,-10288.5369961233,-12571.1723945798,-21167.9826818746,-13978.8504184045,-10263.1963302544,-11873.2288415763,-8380.87421050246,-18741.0635576997,-9200.19536309106,-4223.87626673676,-8523.71730724825,-5872.70240434622,-1451.15060879213,-12486.3551815681,-16388.001383729,-6153.93889524836,-6102.91310861891,-7654.37651643674,-7801.17209303057,-9923.94684355373,-25012.69636715,-6879.20932820007,-12053.9825127044,-10717.3655898766,-9932.59482928778,-14554.5452416359,-9607.43784030019,-8517.71924788019,-9455.77877569735,-12096.2827847446,-13759.0991104055,-16819.7322214345,-17764.0065341655,-12998.3490139836,-11514.7794520117,-14918.4867371411,-10618.9133372699,-7996.24757109866,-9876.63889810066,-11884.8710789663,-12500.9849452047,-18440.692354537,-21612.4122857112,-11425.0539658438,-20391.8675171323,-9189.26272667617,-18373.3727192253,-10861.9326074164,-7775.40045774025,-20024.1959790038,-9691.55256424865,-7976.61677451155,-7551.0025832933,-11216.4129230837,-7955.77655395982,-9208.13871517462,-12199.7063638603,-12616.8209263496,-8399.90026533987,-8604.70258272179,-7811.08310445789,-27995.1203673174,-8104.29813958041,-9255.34024849905,-7819.72237016318,-10846.9309673782,-7014.29957846703,-12744.18543282,-19856.2030664622,-9411.2049841785,-5610.00005111125,-9177.2130791312,-9417.25867189322,-9711.48382650708,-17191.2991192172,-9835.63141198277,-17665.6377117111,-8859.09261672365,-24724.7540206399,-8069.15010408416,-31161.9275062892,-11752.0902668392
"Trichogramma_pretiosum",2962173,1.87e+08,10,"1119.8648501746",1699.86277411257,1262.79478301265,2255.51827512275,1219.98315783786,-1761.13051879465,-11544.7669929606,-6892.42601697754,102.331612064765,-9927.78860486993,-1035.39238248722,-829.637762090968,1075.78926932503,-1530.07534298,1220.04553508952,-83.6541900568509,1368.92522891784,636.477866718887,573.64090467037,743.880830641339,191.558902466255,504.419538456488,352.385484071125,-197.671146645308,574.260196229851,-10884.6025732214,1093.18158275536,899.829566798142,3454.42290593551,453.25885898314,676.306535178651,4789.70404431438,79.1816297295615,3395.21781554257,1776.36175545969,-651.69064825507,146.640678358126,1287.22749741723,1139.77494673867,-15529.0300911828,572.064626652124,1798.32366778601,-1853.8987626373,1934.12896846722,-454.786659494382,1037.39385945141,583.806914832931,-11134.9325407664,1016.84148944098,-11397.0449521235,-9.63432296529168,4332.87685257186,407.884984009431,-745.290446309142,381.831982392189,-2261.93664333131,-1252.88395268205,174.555099202191,-5365.0470703873,3091.43193946055,421.335884622804,-303.0602336978,693.577443833057,7327.48773187448,1255.89546874044,244.478287399193,-311.625647237491,900.408336556525,-272.839832562824,776.675148450709,470.058200275051,1632.90262473797,1537.33270097456,2689.30510612124,880.784157410462,949.861149441446,674.700411872843,331.787514479436,826.62370648743,-2485.37060625688,-105.491613750477,876.188271512523,-8349.01774655823,464.491833017742,-6119.51657115702,146.126408077485,109.824955636152,1282.76070612166,48.3751834078131,741.088978205112,-6149.53341603377,392.280111767886,315.772992259769,784.406416162486,-5487.53486736429,1509.63445416154,28.8285744383868,-1339.87936631894,-806.499187492702,2648.22430982172,1119.8648501746
"Zaprionus_indianus",2200284,1.23e+08,12,"-6613.75856469942",-8523.73805845303,-8051.71187114237,-7738.19752426109,-15161.1078117558,-15531.6662000485,114089.425905167,-11700.9039616256,-11169.2974271291,70272.6055520458,-9977.11603282349,129628.355005904,16910.8566630265,42437.5908067538,131981.654518686,-8340.3012035809,-16805.0756420967,-7562.73082951317,-9408.83913548058,-11732.6617587212,-10769.8899142027,-10513.2337354648,-10630.3096114773,-9567.5129172234,-7497.3057208156,-13461.3686567393,26828.3801244191,-10353.0789243987,-6830.37512256433,-13788.3702964518,-16376.8858959359,-3763.5595109232,-8418.55721166849,-12895.9644407886,79437.7476235479,-8323.43473380341,-7480.20475532314,-11873.0179119189,-10402.5197668149,91907.3887910389,81358.433881344,-10793.6663726877,-12311.4794174455,-10817.5161215709,-13628.5042577094,-11780.3620261294,-15896.4335089413,-11969.4007447006,-14708.972999012,-20068.7210341389,26567.2265649286,166036.181934288,84486.3355793707,39863.7370873065,75098.1771624604,30414.2224559455,91123.1773955641,71892.597661544,65130.7794212077,69113.4935439485,97482.5775664636,61482.5429667778,18122.6835894878,65288.7126522164,96391.7880100212,127408.905463489,102273.235469364,23522.1533692331,67286.0252385941,-14717.6909132786,55171.8716641207,74325.2640836854,81794.6058835188,74167.1425603885,42068.2132616253,115476.168338569,60318.15093907,85068.2798409114,100519.925500318,44173.9547799851,61390.3228134883,118176.34000915,46908.29629398,84188.2833555277,46361.4831356045,39985.2502497386,44785.5373268553,58248.7920558853,154123.384150707,83014.9611105139,94289.6542000241,32926.0893431345,96483.8517805864,47165.8765168838,53430.7672234372,107845.373573759,74580.8667366222,73104.3835527036,64505.759402655,54028.4275233169,-6613.75856469942
"Zootermopsis_nevadensis",2167721,4.85e+08,52,"20413.9475066145",13366.0140858151,15398.574315598,21348.1771506301,13635.3772056098,16252.7481693316,17696.8900018309,12382.652318344,14647.4909971002,15549.0395838476,17827.1561602733,13447.7282316892,17667.0372484569,14776.1706122819,14633.2610079029,13413.5266158456,13214.8708374127,12036.4581105044,11562.1436372352,12117.6680885047,14472.7067499463,14115.0681027793,12910.6600225987,11581.6740884322,15902.0608539053,14802.7209631513,15381.538588121,16621.7619269566,12510.6948976227,9829.74680101989,12997.6676420384,9926.60890283129,16131.3439684923,13319.0717785942,15068.3256746259,10382.7976406328,14946.2155964549,14598.4078804013,12825.8142953781,17650.8863459133,14475.7725484393,17401.9753179267,20336.2677974909,14759.1599276244,16211.8395601627,13460.520521261,17815.6629566558,14160.9228475264,18581.7118404396,11589.2881651683,24442.6280575238,12090.2583238897,13609.9326164655,16356.892437617,15512.3090587764,14127.176018799,10499.2711976556,17384.3754402435,12484.0578093928,11732.0102462043,15412.8133685714,13901.768503346,13462.9059422804,14629.6631439809,12289.9197005016,15261.1561318251,17908.4253991059,17116.0619054807,16576.9783074976,15613.1449404372,12503.6484619105,13018.9331747614,13542.9873033448,12717.8750297035,13586.9195951043,15028.9683323452,15298.8957761731,18318.2172703057,12021.3271575686,14140.783486111,18692.038468157,15453.1302728294,15223.3092986634,11860.4723498194,16590.0012177912,17247.148877269,16327.8875345007,23244.5582250412,19846.8272708533,15451.1078740384,16221.4298913225,15678.5979179219,12268.1652110542,18122.2272796741,14981.0464575167,17525.806528025,9456.82037365487,15902.3591307936,19488.6688840129,22032.2357874113,20413.9475066145
