"","all","gsz","diploid.num","rates.evol","tree.2","tree.3","tree.4","tree.5","tree.6","tree.7","tree.8","tree.9","tree.10","tree.11","tree.12","tree.13","tree.14","tree.15","tree.16","tree.17","tree.18","tree.19","tree.20","tree.21","tree.22","tree.23","tree.24","tree.25","tree.26","tree.27","tree.28","tree.29","tree.30","tree.31","tree.32","tree.33","tree.34","tree.35","tree.36","tree.37","tree.38","tree.39","tree.40","tree.41","tree.42","tree.43","tree.44","tree.45","tree.46","tree.47","tree.48","tree.49","tree.50","tree.51","tree.52","tree.53","tree.54","tree.55","tree.56","tree.57","tree.58","tree.59","tree.60","tree.61","tree.62","tree.63","tree.64","tree.65","tree.66","tree.67","tree.68","tree.69","tree.70","tree.71","tree.72","tree.73","tree.74","tree.75","tree.76","tree.77","tree.78","tree.79","tree.80","tree.81","tree.82","tree.83","tree.84","tree.85","tree.86","tree.87","tree.88","tree.89","tree.90","tree.91","tree.92","tree.93","tree.94","tree.95","tree.96","tree.97","tree.98","tree.99","tree.100","tree.1"
"Drosophila_ananassae",1497866,136728780,8,"-67445.3804390079",-100698.205482124,-69793.5528438736,-73892.0776655393,-59097.0447407907,-77363.8157432864,-44643.6665180006,-45946.2530279058,-41568.1668433864,-83993.4491059252,-59813.4215773558,-73634.9834687697,-95334.2337439435,-71739.3386185125,-50098.1082531998,-66576.8323477252,-63498.6265603203,-48249.5016696494,-133940.06070961,-97583.2210182761,-68893.4120307353,-60145.5300572945,-52193.9615262156,-57827.8206607936,-48528.1305299021,-81072.8735890514,-119786.958118992,-51602.3481376512,-134566.908570595,-66950.2235333838,-80665.6682309661,-56728.0237838735,-81211.2241067861,-70563.7421258893,-38961.3576856658,-49707.572795638,-48675.7707956694,-62697.9923820387,-85135.3772537528,-46341.8830297821,-100391.982771575,-34542.0650864939,-85916.6204916198,-77561.772246269,-40670.2822433299,-97908.569825978,-90620.8131134148,-63491.5648747045,-60488.2411582558,-57633.4010917271,-45345.86171364,-80435.413500765,-58291.9075674782,-52141.96466511,-53325.1269565211,-65128.4338377393,-65174.857101854,-65826.6612571486,-128619.735160677,-49383.6813381268,-59036.59287201,-37558.9796367954,-80664.9079903418,-82826.1299807253,-65098.3966491372,-39970.3499693499,-59277.3878619224,-88799.1632915271,-67675.4493756647,-113961.080220489,-70988.5221769142,-58807.7555632102,-64259.5075782467,-46158.7814704514,-71151.9368943401,-82385.3272936648,-78388.5491870585,-73435.8351242518,-80566.8820276836,-86089.1722036932,-55434.5895950088,-59868.1942394503,-93081.9854729717,-85040.460800487,-70498.7732685118,-107174.189016955,-81944.5798985782,-82893.2155265925,-106745.941560413,-61396.6676434804,-85218.834159508,-70363.003034468,-77513.2894721083,-57143.4380638067,-45849.7090510193,-81822.3847787653,-55359.8267061013,-45620.2789124316,-56992.9850009149,-75259.4851012277,-67445.3804390079
"Drosophila_biarmipes",947966,183585048,8,"-52274.1186919206",-102262.08928617,-54371.5970593032,-64242.5158303158,-56997.598167349,-38726.2798337228,-65397.2100935643,-57739.8593557651,-61840.9476505523,-62584.0433833329,-77162.8877746233,-65933.0914148822,-67689.2063990731,-57680.393327164,-81750.8414913971,-35374.9720312898,-53557.9080959153,-61426.7599555423,-59706.7370087428,-43549.6557858468,-67667.5650462205,-107152.096481481,-108998.329021314,-114127.505833814,-117899.322771254,-88932.2590780278,-99816.3707437657,-46390.725481917,-76740.5247768266,-66330.7507501649,-61184.380037654,-41334.0901898431,-59251.1317534157,-75649.5333200033,-66619.2270453011,-81551.5586242442,-65086.9124381504,-113235.927391772,-40102.7165784595,-51228.4062755926,-76188.6776845702,-134467.282106649,-65758.4192608743,-95639.3926512891,-42769.9379673663,-78955.5443704602,-60054.2531751534,-59055.8583688858,-100719.006026246,-74193.706878327,-52876.9224147043,-52334.4723563636,-49688.7502763117,-40944.3739282675,-94100.9329048629,-72502.459430498,-80000.282040758,-62604.9392937,-58737.2050570653,-65495.4786614578,-106821.968375083,-44984.4201040409,-76227.475787732,-58612.9576652814,-64857.4894778966,-54536.8149025573,-81768.6307523777,-36398.3711976616,-86033.444965862,-71519.7102087667,-120262.149466286,-68501.9923796347,-62637.0949733604,-75395.1664479869,-77138.4388199439,-50558.5547573859,-38408.6681651301,-61586.9835081287,-69997.7149281145,-69566.2389009037,-83981.5858183044,-104287.270765973,-67499.0637191253,-94225.2906987995,-95155.0815327286,-66890.8354285351,-55577.167378477,-56855.8551522371,-89205.8284761829,-48185.6228065234,-60256.7891248024,-55173.1315675917,-68691.2696654266,-43713.0037040229,-80023.7906850917,-61318.2281416207,-73300.0529107281,-74229.0560657313,-71825.3840572264,-116096.318952988,-52274.1186919206
"Drosophila_bipectinata",1166588,137224182,8,"-67445.3804390079",-100698.205482124,-69793.5528438736,-73892.0776655393,-59097.0447407907,-77363.8157432864,-44643.6665180006,-45946.2530279058,-41568.1668433864,-83993.4491059252,-59813.4215773558,-73634.9834687697,-95334.2337439435,-71739.3386185125,-50098.1082531998,-66576.8323477252,-63498.6265603203,-48249.5016696494,-133940.06070961,-97583.2210182761,-68893.4120307353,-60145.5300572945,-52193.9615262156,-57827.8206607936,-48528.1305299021,-81072.8735890514,-119786.958118992,-51602.3481376512,-134566.908570595,-66950.2235333838,-80665.6682309661,-56728.0237838735,-81211.2241067861,-70563.7421258893,-38961.3576856658,-49707.572795638,-48675.7707956694,-62697.9923820387,-85135.3772537528,-46341.8830297821,-100391.982771575,-34542.0650864939,-85916.6204916198,-77561.772246269,-40670.2822433299,-97908.569825978,-90620.8131134148,-63491.5648747045,-60488.2411582558,-57633.4010917271,-45345.86171364,-80435.413500765,-58291.9075674782,-52141.96466511,-53325.1269565211,-65128.4338377393,-65174.857101854,-65826.6612571486,-128619.735160677,-49383.6813381268,-59036.59287201,-37558.9796367954,-80664.9079903418,-82826.1299807253,-65098.3966491372,-39970.3499693499,-59277.3878619224,-88799.1632915271,-67675.4493756647,-113961.080220489,-70988.5221769142,-58807.7555632102,-64259.5075782467,-46158.7814704514,-71151.9368943401,-82385.3272936648,-78388.5491870585,-73435.8351242518,-80566.8820276836,-86089.1722036932,-55434.5895950088,-59868.1942394503,-93081.9854729717,-85040.460800487,-70498.7732685118,-107174.189016955,-81944.5798985782,-82893.2155265925,-106745.941560413,-61396.6676434804,-85218.834159508,-70363.003034468,-77513.2894721083,-57143.4380638067,-45849.7090510193,-81822.3847787653,-55359.8267061013,-45620.2789124316,-56992.9850009149,-75259.4851012277,-67445.3804390079
"Drosophila_busckii",3456467,182212895,8,"-16517.276387214",173942.130362358,-23547.2536610179,-17303.2271051438,-4350.73455927903,-16425.6841629857,-6065.49064952674,-11256.6210480811,-16809.1380109195,-5614.21449220633,-24677.1355303208,-35491.3325275573,-4920.71293600173,-4326.7273716563,-6346.45428197504,-11871.9433950821,-2116.73207448835,-23023.8217430433,-19385.0833277259,-11472.8231875154,-22391.6317389747,-36764.3630286564,-15798.1318844646,-18899.0178301965,-14041.1380372734,-3766.5040055564,-9166.90160517283,-12547.1952021976,-9414.50768536264,-17966.4243360837,-19311.0864705878,1831.72295236631,-14644.289751134,-20661.8144098866,-4897.06644984154,-4982.18690507088,-12660.5040681364,-18072.5963037838,-15383.6245312607,-9860.88496842118,-5911.12371603163,-18826.2827945827,-30481.3580485911,-19942.3451638574,-10837.0363209248,-11336.6722853834,-14387.644517188,-15850.6099208855,-19448.1210991087,-5888.80591436683,-48431.8846579637,-59613.5395687039,-38726.4627525697,-116648.586311164,-29365.6284989801,-38252.1125029877,-64921.7929985649,-56048.3605597192,-48498.8434535234,-46939.8737354115,-39815.9006555423,-54373.5178426739,-74929.4842857859,-55761.5663874161,-104287.560739497,-48156.9697054803,-46049.9880818332,-70778.1029238632,-47308.4868997024,-7745.45730233716,-79061.7988143417,-86747.5808946247,-61641.8251573342,-60165.9928361695,-67995.4346336964,-48621.8236283968,-82970.462628252,-66998.8862303136,-51313.7364616154,-62789.8428649286,-45397.3276863117,-89590.447400291,-50346.8186817697,-65888.1051105989,-91782.5753523014,-56733.4112995539,-74697.0454621776,-63278.1839771711,-72041.5846199396,-51390.4207427911,-58588.7431338461,-51264.458431287,-30011.4740337085,-10291.7258486659,-52446.4728930688,-128952.948435761,-50735.3213639059,-56368.5400467211,-68762.6528030764,-55299.9859351047,-16517.276387214
"Drosophila_elegans",1383030,181868570,10,"-72751.8048981831",-60269.2527370576,-60732.5451287757,-65644.6872215847,-10825.80411594,-44823.7417085442,-6475.18190278526,-47948.725725552,-46689.6380724135,-9019.52157593603,-39157.5266039051,-7715.60991446687,-4244.48629690629,-9395.14089581152,-6150.51666772419,-47937.4235412532,-2798.52930759405,-50431.5686311045,-52137.3129542726,-33042.8169088937,-54579.6427267065,-36764.3630286564,-35315.398614718,-38113.7015614109,-72911.5877191587,-7456.94236641773,-9166.90160517283,-39207.9009097176,-75324.8098755596,-36522.576658648,-45768.7842068045,-10527.6466796563,-53316.1915749879,-34111.7038854737,-6860.09408658936,-12400.5069866973,-51664.7634055306,-38822.3295875799,-35384.322961365,-9860.88496842118,-8909.71129971463,-45821.3791215703,-89431.3316393209,-71707.1506956023,-29075.1525590041,-32024.3214881298,-42551.7154952588,-47244.9490280298,-50714.8930385319,-17841.3750739917,-48431.8846579637,-60002.2206595348,-39755.6776843991,-73757.2159103841,-45726.7410695118,-49540.8045038179,-71173.1312526196,-46985.8048342995,-48498.8434535234,-89222.5225284769,-36864.5970044224,-54373.5178426739,-48964.3404165722,-67319.3184736135,-54666.4548776729,-91563.2786784151,-41374.7365576927,-60090.906155831,-153282.402741613,-7745.45730233716,-104647.15238965,-33910.2112153376,-61982.3427081952,-68576.6002124155,-67995.4346336964,-42279.474093514,-82970.462628252,-63591.3317961674,-47945.7845661107,-75196.7776307977,-32711.0860494668,-62211.9439222526,-36943.395801126,-70815.0595421754,-40781.4675521516,-38311.0410218486,-74697.0454621776,-43443.050275373,-65605.3802479255,-51390.4207427911,-44288.7364545213,-84358.7185220419,-30011.4740337085,-7928.8660568801,-36607.6126542553,-128952.948435761,-68580.7611649391,-44714.9013517148,-45281.8738333652,-65484.264591024,-72751.8048981831
"Drosophila_erecta",1072698,188374079,8,"-72751.8048981831",-60269.2527370576,-60732.5451287757,-65644.6872215847,-49268.5143571661,-44823.7417085442,-6475.18190278526,-47948.725725552,-46689.6380724135,-6772.72022701459,-39157.5266039051,-7715.60991446687,-4244.48629690629,-9395.14089581152,-6150.51666772419,-47937.4235412532,-25609.6236298029,-50431.5686311045,-52137.3129542726,-33042.8169088937,-54579.6427267065,-7862.43444908089,-35315.398614718,-38113.7015614109,-72911.5877191587,-7456.94236641773,-8306.49540489305,-39207.9009097176,-75324.8098755596,-36522.576658648,-45768.7842068045,-46611.5713537519,-53316.1915749879,-34111.7038854737,-4913.54540347371,-40173.2361998353,-51664.7634055306,-38822.3295875799,-35384.322961365,-6452.79038674407,-7803.28962514757,-45821.3791215703,-89431.3316393209,-71707.1506956023,-29075.1525590041,-32024.3214881298,-42551.7154952588,-47244.9490280298,-50714.8930385319,-42977.4516623805,-9206.74713962463,-60002.2206595348,-39755.6776843991,-73757.2159103841,-45726.7410695118,-49540.8045038179,-71173.1312526196,-46985.8048342995,-12361.8266895722,-89222.5225284769,-36864.5970044224,-7687.93543153374,-48964.3404165722,-67319.3184736135,-54666.4548776729,-91563.2786784151,-41374.7365576927,-60090.906155831,-153282.402741613,-4691.30526287403,-104647.15238965,-33910.2112153376,-61982.3427081952,-68576.6002124155,-14822.1952419903,-42279.474093514,-12212.6936310498,-63591.3317961674,-47945.7845661107,-75196.7776307977,-32711.0860494668,-62211.9439222526,-36943.395801126,-70815.0595421754,-40781.4675521516,-38311.0410218486,-11243.6017312204,-43443.050275373,-65605.3802479255,-9841.12314381759,-44288.7364545213,-84358.7185220419,-5093.33696429202,-87072.8979825282,-36607.6126542553,-5783.77729125463,-68580.7611649391,-44714.9013517148,-45281.8738333652,-65484.264591024,-72751.8048981831
"Drosophila_eugracilis",1548957,152696192,6,"-57139.5764991819",-80525.7826073499,-122293.804881999,-79512.9276691767,-74731.640789172,-83490.2800767974,-57521.2409122523,-188116.402239068,-60964.5942217675,-80340.9246631928,-88131.5188653547,-71698.2342355359,-89525.8052220162,-89312.6612253733,-73623.0072483309,-64084.7701554791,-72051.3292930602,-58368.0549574078,-59138.8742493273,-55383.4996549053,-78329.8138089008,-234372.774321973,-60275.1438065849,-73792.3420775795,-72953.2511609145,-112232.145155818,-85407.5571804053,-90860.5826075808,-52429.2039159376,-115053.730255509,-107954.302342021,-94325.4739852432,-110879.578277564,-101302.867237512,-145489.113545642,-67378.8814604738,-76365.7442898825,-103458.980494875,-67193.1051990826,-116666.844871302,-116194.274453593,-145997.403648605,-281872.516199636,-170213.721477102,-56677.9965918219,-97850.5869497904,-66332.1003358366,-135923.440325102,-95625.8366808794,-67886.8558900217,-61369.9594420408,-95675.4897745849,-96484.0685727764,-71385.9640824869,-112637.23275065,-102487.52444902,-117195.652745347,-129700.058842568,-78729.5356965268,-229565.554038623,-119571.598124554,-55275.7669899934,-141562.859651342,-108827.638329021,-55598.0488403165,-164299.010887103,-55574.7062632317,-94423.5168912746,-68973.7936532625,-171835.226428587,-72140.8929296779,-54672.4255941429,-73869.856295329,-134499.849407135,-278948.414570782,-188304.910457162,-57068.36580199,-93172.6471256753,-148032.782680137,-101314.157870767,-177054.507235385,-66172.3933032151,-77179.3120579744,-53124.1182200163,-72628.9309348499,-147229.324139248,-66546.8005320174,-67989.1084622582,-248823.535322065,-246698.534665509,-65547.5113904976,-117929.565100317,-107522.884238495,-63335.3422079073,-202061.533382464,-247100.352188251,-89657.609568321,-186999.544314236,-58445.0243583954,-51767.3884893793,-57139.5764991819
"Drosophila_ficusphila",1220503,166577145,8,"-97119.4104698171",-94538.4814245783,-149479.21607222,-129100.58627784,-192917.83637566,-103919.497835897,-156789.249462876,-188116.402239068,-75694.0603708703,-131924.240643378,-122572.561663945,-86675.2886251008,-115370.968491756,-98691.9753454639,-106764.768040821,-47661.7664751039,-147638.78988099,-142688.102785682,-94616.6153238394,-76836.4572294116,-111923.930307365,-234372.774321973,-85183.2533951132,-132188.030398637,-163447.221315572,-145570.5449789,-124783.616869566,-144496.944142496,-74952.9708781547,-173698.608153862,-153379.424518287,-74612.5240229763,-161270.278300724,-195135.32717978,-182141.653606187,-94982.0304014453,-109988.158005348,-167033.981393494,-85146.4211665107,-221131.580162293,-183617.293471525,-217119.361461688,-281872.516199636,-189802.929606822,-51949.0059994645,-118160.456567324,-115104.719553243,-65740.9357551763,-116062.861803725,-150721.754132304,-84183.6150651345,-74512.9632597281,-144222.683858531,-61095.486125813,-122497.836600704,-151689.761089849,-352738.547598557,-229559.510584578,-97808.1470616642,-229565.554038623,-119571.598124554,-47915.5495930905,-141562.859651342,-108827.638329021,-99685.3376377106,-164299.010887103,-99231.7254630939,-136300.639560913,-93267.242843361,-171835.226428587,-108262.517845886,-74234.6094508941,-131249.833323993,-199949.634509001,-278948.414570782,-82945.4953364423,-96221.2819586564,-109134.145145132,-148032.782680137,-171448.880206393,-177054.507235385,-79949.5080068941,-90638.6139194845,-67896.5923655063,-126984.923812785,-271480.027928905,-74214.164207758,-101586.206567364,-248823.535322065,-246698.534665509,-97225.4677863487,-200195.825400375,-134522.082613114,-93574.1819993138,-202061.533382464,-247100.352188251,-86918.7060994845,-186999.544314236,-94181.5529661147,-111255.585446547,-97119.4104698171
"Drosophila_grimshawi",4102629,198035861,12,"-6613.75856469942",-7002.27198707661,-8051.71187114237,-7738.19752426109,-15161.1078117558,-15531.6662000485,114089.425905167,-11700.9039616256,-11169.2974271291,70272.6055520458,-9977.11603282349,129628.355005904,16910.8566630265,42437.5908067538,131981.654518686,-8340.3012035809,-16805.0756420967,-7562.73082951317,-9408.83913548058,-11732.6617587212,-10769.8899142027,-10513.2337354648,-10630.3096114773,-9567.5129172234,-7497.3057208156,-13461.3686567393,26828.3801244191,-10353.0789243987,-6830.37512256433,-13788.3702964518,-16376.8858959359,-8454.52696412867,-8418.55721166849,-12895.9644407886,79437.7476235479,-8323.43473380341,-7480.20475532314,-11873.0179119189,-10402.5197668149,91907.3887910389,81358.433881344,-10793.6663726877,-12311.4794174455,-10817.5161215709,-13628.5042577094,-11780.3620261294,-15896.4335089413,-11969.4007447006,-14708.972999012,-20068.7210341389,-15178.4970493498,272.033008794273,-12067.1839523312,-7148.72676290567,-16177.43412198,-7132.87853963218,-10407.6455943933,-10996.2132987363,-10739.6433869047,-10699.4027028166,-6374.15284361984,-7469.99447113736,-7275.50440972,-11771.9809508794,-9095.41026837455,-12143.353264835,-9670.42980026098,-12688.5332492601,-8664.44375621435,-14717.6909132786,-10936.2472311516,-9409.66986243841,-9775.10367039301,-13651.3385005602,-7997.02928602858,-11029.3223252713,-12902.3227423975,-11508.6846073819,-12022.437899857,-9773.51333730624,-14660.8006580138,-10902.2109483739,-7538.30219640684,-9953.01956240987,-10860.1739089927,-10984.3370764375,-8725.45791441663,-6395.51158020628,-9677.92372525571,-8401.74176784345,-8224.49338610789,-9123.95009130123,-8010.13027241658,-9898.53446949501,-6517.95965474371,-5755.33402144422,-10823.4816660345,-8784.64156883005,-11177.6436619766,-9594.44141656452,-6613.75856469942
"Drosophila_hydei",3262524,124963774,12,"-8836.49482774056",-7468.82632649131,-7921.90181652877,-10852.3099267607,-11184.2090191199,-8092.56621929217,-6364.21685065407,-6921.46730318055,-9733.94915100625,-9559.14451909357,-10897.4961375878,-8382.49252884167,-10055.0661128054,-7610.08338434802,-8334.22197210609,-5989.4148452715,-10132.7503191911,-10460.6787967293,-30737.6823230662,-9016.6466734212,-12618.0077222893,-10126.0852615102,-9204.94328554586,-12606.841909046,-9282.37644616295,-10369.4923869082,-7333.72968627946,-8963.04523632734,-2931.48984571405,-10386.4087911818,-9986.40880818191,-11382.8371193644,-7248.1127632212,-11056.3542072064,-11469.6075579183,-6539.8475985011,-7598.05680312502,-11445.5769812952,-9795.23015438235,-8949.9113705087,-8979.96612895003,-7835.25595359876,-11238.572289199,-10977.7019155213,-7167.32137397044,-8391.86588514839,-8352.41050108151,-8735.00925190233,-9629.10967519063,-11458.1314066554,-19587.9517656306,759.055497933465,-14339.8411401544,-7777.61147572351,-16615.1769120167,-13650.1237415798,-13024.1949779405,-12924.6857271382,-13370.5962199918,-11469.6625524657,-7521.10219155718,-8383.52518264818,-8547.55978185171,-12235.6925398541,-10234.3599988857,-16185.3981174669,-11098.5676275335,-15339.7241500125,-9970.82993255297,-1014146.47927057,-11373.5093434844,-11639.6573009964,-10759.226435861,-15489.4385905371,-8698.66638911887,-14659.4451452069,-16758.5058519077,-12908.0256699913,-14244.8482429696,-10224.1471985382,-15666.5062359856,-12229.8513201905,-8240.46080103092,-11476.5728297863,-13319.3817306265,-12436.40275182,-20679.5868776619,-7796.30259751915,-10233.7843132738,-9543.80403723898,-8621.75678183741,-10196.3217759418,-9442.99210022821,-10799.5379737968,-7939.08661325931,-6589.81973710548,-16524.8401715972,-10107.4340388296,-11889.345895444,-12493.4334418158,-8836.49482774056
"Drosophila_kikkawai",1701607,117291146,8,"-36151.1684093279",-63032.383691012,-48503.581709571,-101877.872634114,-38501.417712002,-60337.7299519356,-52515.2597373018,-39709.778193469,-76617.575819249,-38817.8956676622,-36697.2019707179,-53782.404992008,-68538.7098935162,-60161.0382148965,-51001.4202519634,-80544.7199062619,-43999.8926865694,-49704.4887434357,-15793.7012307371,-63641.4885252163,-108227.767914708,-36877.7023170973,-40848.6104387332,-57102.3170965308,-56347.8527483338,-63369.396499853,-36425.2858936325,-76962.3730810731,-63839.278093938,-82106.5333898276,-74791.820421897,-26897.134577211,-62008.2140073696,-49257.4952260915,-47075.5829528404,-77862.6676806446,-72814.4300219522,-59114.6812013301,-51307.6603034627,-53837.9124382583,-38932.89135279,-70309.8734978061,-34063.7128308235,-42164.2416584831,-40139.1927355734,-60340.7425212248,-76704.7179745463,-55782.2089406685,-31829.0793490279,-72944.8296507216,-52672.4493707689,-64662.7096136148,-16173.3978311787,-9664.5125542272,-14819.5823416977,-53292.7616284294,-53329.8817618974,-12252.3884120848,-57057.9182889071,-68787.2946485837,-16475.9652301918,-10506.5408655298,-95708.8936271988,-58293.2707330262,-62649.3617767661,-55978.6104440769,-14846.4303732099,-56466.275281309,-15844.2590400655,-8581.95603740922,-15186.5780453484,-54333.9142707624,-110330.315462137,-11213.5738625754,-49526.2383656992,-62501.4439113941,-57866.8476167709,-50083.3920827848,-88064.6399438988,-83006.7117770315,-79464.4291060785,-8121.7485249141,-66774.8796437803,-10612.4417466862,-66520.8207095885,-12839.5973139811,-13185.6255458201,-47793.0369990287,-52049.8789882239,-10261.5334732968,-58660.0290760999,-107438.437059366,-9989.00079079271,-39868.2126389588,-57889.0944859368,-12023.8971237166,-17123.2965760249,-86308.3183220099,-94626.8299719352,-56974.4793371852,-36151.1684093279
"Drosophila_melanogaster",1194304,232923092,8,"-137717.14570777",-102691.00031863,-149479.21607222,-137979.831152882,-192917.83637566,-149802.440002508,-188233.599362161,-66116.6394930728,-95649.8474797035,-282976.253963747,-184656.546070034,-105808.742340933,-217247.93760942,-98691.9753454639,-165674.648797336,-88944.804983443,-328146.471337951,-175793.34688439,-151264.406572085,-120570.633203564,-187652.508737441,-66891.064454807,-127474.007658177,-176105.507968493,-228584.726925401,-145570.5449789,-226336.24839201,-144496.944142496,-90540.9510744892,-173698.608153862,-153379.424518287,-106128.856295498,-161270.278300724,-195135.32717978,-182141.653606187,-111194.020368004,-116942.824261443,-271123.793452904,-102548.99223483,-221131.580162293,-183617.293471525,-217119.361461688,-86123.6218885555,-189802.929606822,-51949.0059994645,-143061.802345335,-149391.262823093,-78339.4321256896,-206822.773717506,-206689.002651621,-121637.699312892,-74512.9632597281,-144222.683858531,-49346.6225691247,-122497.836600704,-151689.761089849,-352738.547598557,-229559.510584578,-136468.01120462,-75376.6481554146,-55944.3495618063,-47915.5495930905,-62036.4613613207,-55179.0494783375,-146391.302352113,-55974.7075008679,-126712.138259949,-180122.249458202,-138676.199029385,-122638.263381743,-147023.770832327,-144221.080572465,-178755.377826131,-199949.634509001,-68151.250062189,-58682.9717526827,-142495.501044881,-109134.145145132,-110141.720129852,-171448.880206393,-61153.8532204004,-119722.621986109,-90638.6139194845,-93601.2350719166,-198383.984276584,-271480.027928905,-74214.164207758,-133805.368885279,-87179.5411353745,-59053.0767346694,-141323.874854859,-200195.825400375,-134522.082613114,-111971.901653744,-77789.9840792361,-58806.1560310384,-86918.7060994845,-75763.7547363856,-108849.105319988,-156203.040421346,-137717.14570777
"Drosophila_miranda",2510199,182106768,10,"-41409.0626543331",-74966.1807224292,-47202.1836297794,-53947.661683837,-39133.9557106948,-80104.9102092803,-61278.9086991084,-49632.7733041612,-48229.5932544084,-35469.6850127786,-92019.4394181285,-42195.3050936664,-56903.4744112054,-53452.4257559593,-58890.2718442246,-57121.7010064439,-103581.90892884,-40612.8580965081,-71943.1110893116,-68948.084576437,-61042.6474761643,-53928.6697758311,-58968.1438416347,-41459.5798391845,-113244.823467067,-62911.7239353771,-51936.3295506646,-41742.7714960483,-45914.5289255069,-48392.6758354611,-65301.1786869741,-39624.9185628909,-55189.5378983496,-40326.4167836209,-49008.1301039282,-37220.1188150716,-44146.4633249411,-68213.9612375174,-88395.8375209353,-38535.0141851415,-67118.7098086238,-56686.7972468409,-88941.7978527684,-66133.089678765,-81427.0092789104,-33415.1844387293,-120124.503188928,-87422.3028545892,-80112.7997311443,-116411.950631043,-412152.690126666,-736890.416772105,-85335.6293708988,-69830.0233510484,-87313.8713585494,-550950.166231365,-540272.115009129,-105199.254211642,-522738.314507267,-514432.089552722,-384601.489698045,-81917.6132638693,-399180.774795594,-472214.59568285,-1004312.46911119,-836419.161286573,-46024.664679442,-872189.322910811,-58044.234351286,-51457.836891699,-69847.1656393205,-514039.030321464,-927978.256496624,-52206.7127120271,-699163.946792313,-1001345.17804044,-797151.656354912,-547520.699043456,-419996.042955763,-673400.038357891,-467041.487322664,-62598.147249123,-370185.190831342,-65058.3042024014,-615250.548779912,-57009.6779716677,-53523.9710878039,-1135884.33599013,-1545431.09005515,-32312.6289099155,-820659.1818712,-447650.899363639,-40460.6430148502,-272359.816347261,-972604.027618487,-48727.2827769184,-69073.6112722884,-1271827.17352427,-331210.755504255,-493627.341282142,-41409.0626543331
"Drosophila_mojavensis",4810295,206026697,12,"60904.3342362042",173942.130362358,31243.0997593109,140686.350253326,37340.6401685223,125302.395996856,-42248.9939639174,71887.2349660296,81333.3129218005,-5838.75325852652,23970.493417821,-35491.3325275573,-48614.5125296586,-58239.2011367566,-47531.699731286,101569.294570296,106353.667306076,96666.3245210972,88437.1093614794,106584.409001939,66040.009452028,80922.8464014395,48903.1498686344,82803.0917416337,65336.7684713589,68390.4113743866,-65527.9895579104,57851.2966438545,27110.4734493453,23453.9370283386,63822.6610730744,52007.9453697865,68880.5702411566,92858.6271913224,-57911.9401728183,67130.4675358048,75909.109973817,50206.1562875232,74056.1312338017,-54606.9101065025,-50211.5659419695,101888.961779879,66866.6177160058,73033.6157003106,34169.8461504648,38370.6100383739,66327.833186014,59690.670994078,30446.3331382135,139299.970903459,-62202.2246276216,-59613.5395687039,-38726.4627525697,-116648.586311164,-29365.6284989801,-38252.1125029877,-64921.7929985649,-56048.3605597192,-68027.2537876746,-46939.8737354115,-39815.9006555423,-41120.7081226471,-74929.4842857859,-55761.5663874161,-104287.560739497,-48156.9697054803,-46049.9880818332,-70778.1029238632,-47308.4868997024,-3708.91191409487,-79061.7988143417,-86747.5808946247,-61641.8251573342,-60165.9928361695,-72889.6986454664,-48621.8236283968,-77315.8532620346,-66998.8862303136,-51313.7364616154,-62789.8428649286,-45397.3276863117,-89590.447400291,-50346.8186817697,-65888.1051105989,-91782.5753523014,-56733.4112995539,-69671.5845494937,-63278.1839771711,-72041.5846199396,-60571.7032012382,-58588.7431338461,-51264.458431287,-50965.7869799363,-10291.7258486659,-52446.4728930688,-42758.0939564869,-50735.3213639059,-56368.5400467211,-68762.6528030764,-55299.9859351047,60904.3342362042
